orf1	gene1	type	orf2	gene2	descr	ref	evi
YBR160w	CDC28	genetic	YDL017w	CDC7	cdc28-109 cdc7 mutants are synthetic lethal	9296388	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YDL020c	RPN4	synthetic lethal	9512348	902.01.01.02.02.02.01
YBR160w	CDC28	physical	YDL155w	CLB3		 9520600	902.01.01.02.01
YBR160w	CDC28	genetic	YDR168w	CDC37			902.01.01.02.02
YBR160w	CDC28	genetic	YDR245w	MNN10	mnn10 cdc28 mutants are synthetic lethal	YRef Z10001	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YFL029c	CAK1	synthetic lethal	8752211	902.01.01.02.02.02.01
YBR160w	CDC28	physical	YFL029c	CAK1	coimmunoprecipitation	8752211	902.01.01.02.01.01
YBR160w	CDC28	genetic	YFR052w	RPN12	synthetic lethal	7621825	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YGL073w	HSF1	hsf1-82 is specifically synthetic lethal with cdc28-109;synthetic lethal	9296388	902.01.01.02.02.02.01
YBR160w	CDC28	physical	YGL178w	MPT5	coimmunoprecipitation; two hybrid; coimmunoprecipitation	9154842	902.01.01.02.01.01,902.01.01.02.01.07
YBR160w	CDC28	physical	YGR108w	CLB1		 9520600	902.01.01.02.01
YBR160w	CDC28	physical	YGR108w	CLB1	see	9520600	902.01.01.02.01
YBR160w	CDC28	physical	YGR109c	CLB6		 8253070	902.01.01.02.01
YBR160w	CDC28	physical	YGR109c	CLB6	see,	9520600	902.01.01.02.01
YBR160w	CDC28	genetic	YGR274c	TAF145	synthetic lethal	9288741	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YHL007c	STE20	ste20delta cdc28-4 , but not cla4delta cdc28-4, double mutant shows loss of actin polarization and arresr as round, unbudded cells at nonpermissive temperature;synthetic growth defect	9742399	902.01.01.02.02
YBR160w	CDC28	genetic	YHR030c	SLT2	cdc28-109 slt2 mutants are synthetic lethal	9296388	902.01.01.02.02.02.01
YBR160w	CDC28	physical	YJL194w	CDC6	Cdc6p and Cdc28p can be coimmunoprecipitated, Cdc6p is retained on Cdc28-binding matrix p13-agarose and Cdc28 is retained on an Cdc6p affinity column; Cdc6p does not associate with Cdc28p when cells are blocked at restrictive temperature in a cdc34 mutant		902.01.01.02.01.01
YBR160w	CDC28	physical	YJL194w	CDC6	coimmunoprecipitation; interacts preferentially with B-type cyclin/Cdc28 complexes;Cdc6p is retained on Cdc28-binding matrix p13-agarose and Cdc28 is retained on an Cdc6p affinity column	8930895	902.01.01.02.01.01
YBR160w	CDC28	genetic	YKL048c	ELM1	synthetic lethal	7498768	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YKL145w	RPT1	cim mutations are lethal in presence of cdc28-1N;synthetic lethal	8247132	902.01.01.02.02.02.01
YBR160w	CDC28	physical	YLR079w	SIC1	coimmunoprecipitation	8421781	902.01.01.02.01.01
YBR160w	CDC28	physical	YLR210w	CLB4		 9520600	902.01.01.02.01
YBR160w	CDC28	physical	YLR210w	CLB4	see	9520600	902.01.01.02.01
YBR160w	CDC28	genetic	YMR199w	CLN1	CLN1 is a high copy suppressor of a cdc28 mutantsuppression overexpression	2699737	902.01.01.02.02.01.02.01
YBR160w	CDC28	physical	YMR199w	CLN1	interacts with CDC28 protein kinase to control events at START		902.01.01.02.01
YBR160w	CDC28	physical	YMR199w	CLN1		 9520600	902.01.01.02.01
YBR160w	CDC28	physical	YMR199w	CLN1	see	9520600	902.01.01.02.01
YBR160w	CDC28	genetic	YMR273c	ZDS1	shows genetic interaction with cdc28-1N but not with other cdc28 alleles;ZDS1 shows genetic interaction only with the cdc28-1N allele		902.01.01.02.02
YBR160w	CDC28	genetic	YNL064c	YDJ1	synthetic lethal;ydj1-10 is specifically synthetic lethal with cdc28-109 even at 24C, since ydj1-10 cdc28-4 and ydj1-10 cdc28-1N mutants are viable up to 33C	9296388	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YNL189w	SRP1	synthetic lethal	7644471	902.01.01.02.02.02.01
YBR160w	CDC28	genetic	YOR142w	LSC1	high copy suppressor of cdc28 mutants;LSC1 is a  high copy suppressors of cdc28 mutantsuppression overexpression	2699737	902.01.01.02.02.01.02.01
YBR160w	CDC28	genetic	YPL256c	CLN2	CLN2 is a  high copy suppressors of cdc28 mutants;high copy suppressor of cdc28 mutantsuppression overexpression	2699737	902.01.01.02.02.01.02.01
YBR160w	CDC28	physical	YPL256c	CLN2	interacts with Cdc28p protein kinase to control events at START		902.01.01.02.01
YBR160w	CDC28	physical	YPL256c	CLN2	coimmunoprecipitation	2142620	902.01.01.02.01.01
YBR160w	CDC28	genetic	YPR119w	CLB2	synthetic lethal	7621825	902.01.01.02.02.02.01
YBR160w	CDC28	physical	YPR119w	CLB2		 7621825	902.01.01.02.01
YBR160w	CDC28	physical	YPR119w	CLB2	see	9520600	902.01.01.02.01
YBR160w	CDC28	physical	YPR120c	CLB5		 8253070	902.01.01.02.01
YBR160w	CDC28	physical	YPR120c	CLB5	see	9520600	902.01.01.02.01
YBR162c	TOS1	physical	YBL095w	YBL095w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162c	TOS1	physical	YBR192w	RIM2	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR162c	TOS1	physical	YGR249w	MGA1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162c	TOS1	physical	YNL217w	YNL217w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162c	TOS1	physical	YOL028c	YAP7	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162c	TOS1	physical	YPR155c	NCA2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162w-a	YSY6	physical	YIL027c	KRE27	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162w-a	YSY6	physical	YLR090w	XDJ1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR162w-a	YSY6	physical	YML108w	YML108w	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR165w	UBS1	genetic	YDR054c	CDC34	high copy suppressor of cell cycle defects in cdc34-2;UBS1 is a high copy suppressor of cell cycle defects in cdc34-2;suppression overexpression		902.01.01.02.02.01.02.01
YBR167c	POP7	physical	YHR062c	RPP1	coimmunoprecipitation	9618478	902.01.01.02.01.01
YBR167c	POP7	physical	YHR062c	RPP1	coimmunoprecipitates with pre-RNase P and RNase MRP RNAs, but not with RNase P RNA; coimmunoprecipitates with pre-RNaseP, RNase P and RNase MRP RNAs	9620854	902.01.01.02.01
YBR170c	NPL4	physical	YDL126c	CDC48	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YBR170c	NPL4	physical	YDR259c	YAP6	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR170c	NPL4	physical	YGR048w	UFD1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR170c	NPL4	physical	YGR048w	UFD1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR170c	NPL4	genetic	YOR254c	SEC63	NPL4 suppresses sec63 mutantsuppressor of sec63;suppression		902.01.01.02.02.01
YBR171w	SEC66	physical	YCL057w	PRD1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR171w	SEC66	physical	YHR041c	SRB2	two hybrid	10655498	902.01.01.02.01.07,902.01.09.02
YBR171w	SEC66	physical	YML064c	TEM1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR171w	SEC66	genetic	YOR254c	SEC63	high-copy suppressor of a sec63 ts mutation;SEC66 is a highcopy suppressor of sec63 ts mutation;suppression overexpression		902.01.01.02.02.01.02.01
YBR172c	SMY2	genetic	YER148w	SPT15	SMY2 is a multicopy suppressor of spt15	8188749	902.01.01.02.02
YBR172c	SMY2	genetic	YIL004c	BET1	SMY2 is a multicopy suppressor of bet1	8188749	902.01.01.02.02
YBR172c	SMY2	physical	YKL074c	MUD2	two hybrid	9207794	902.01.01.02.01.07,902.01.09.01
YBR172c	SMY2	physical	YLR116w	MSL5	two hybrid	9207794	902.01.01.02.01.07,902.01.09.01
YBR172c	SMY2	genetic	YLR268w	SEC22	SMY2 is a multicopy suppressor of sec22	8188749	902.01.01.02.02
YBR172c	SMY2	genetic	YPL085w	SEC16	SMY2 is a multicopy suppressor of sec16-3	8188749	902.01.01.02.02
YBR175w	SWD3	physical	YGR249w	MGA1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR175w	SWD3	physical	YHR177w	YHR177w	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR175w	SWD3	physical	YIL160c	POT1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR175w	SWD3	physical	YOR047c	STD1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR176w	ECM31	physical	YBR176w	ECM31	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR178w	YBR178w	physical	YHR122w	YHR122w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR182c	SMP1	physical	YBR182c	SMP1	gel retardation experiment; in vitro homodimerization		902.01.01.02.01.04
YBR182c	SMP1	physical	YPL089c	RLM1	gel retardation experiment; in vitro heterodimerization		902.01.01.02.01.04
YBR184w	YBR184w	physical	YNL225c	CNM67	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR185c	MBA1	genetic	YER017c	AFG3	multicopy suppressor of afg3 null and yta12 null mutants;overexpression of Mba1p suppresses afg3 mutant;suppression overexpression		902.01.01.02.02.01.02.01
YBR185c	MBA1	genetic	YMR089c	YTA12	multicopy suppressor of afg3 null and yta12 null mutants;overexpression of Mba1p suppress rca1 mutant;suppression overexpression		902.01.01.02.02.01.02.01
YBR186w	PCH2	genetic	YDR285w	ZIP1	pch2 null mutant bypasses meiotic arrest of zip1 mutant	10319812	902.01.01.02.02.01.01.01
YBR187w	YBR187w	physical	YNR032w	PPG1	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YBR188c	NTC20	physical	YDR416w	SYF1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR188c	NTC20	physical	YDR416w	SYF1	two hybrid IST hits: 16	11283351	902.01.01.02.01.07,902.01.09.02
YBR188c	NTC20	genetic	YLL036c	PRP19	synthetic lethality with prp19 mutation	11842115,11018040	902.01.01.02.02.02.01
YBR188c	NTC20	physical	YLR117c	CLF1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR188c	NTC20	physical	YLR117c	SYF3	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR190w	YBR190w	physical	YLR117c	CLF1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR190w	YBR190w	physical	YLR117c	SYF3	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR192w	RIM2	physical	YER078c	YER078c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR193c	MED8	physical	YDL005c	MED2	coimmunoprecipitation	9420330	902.01.01.02.01.01
YBR193c	MED8	physical	YER022w	SRB4	coimmunoprecipitation	9420330	902.01.01.02.01.01
YBR193c	MED8	physical	YGL025c	PGD1	coimmunoprecipitation	9420330	902.01.01.02.01.01
YBR193c	MED8	physical	YGR104c	SRB5	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR193c	MED8	physical	YIL021w	RPB3	coimmunoprecipitation	9420330	902.01.01.02.01.01
YBR193c	MED8	physical	YOL135c	MED7	coimmunoprecipitation	9420330	902.01.01.02.01.01
YBR193c	MED8	physical	YOR174w	MED4	coimmunoprecipitation	9420330	902.01.01.02.01.01
YBR194w	YBR194w	physical	YPR152c	YPR152c	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR195c	MSI1	physical	YHR004c	NEM1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YBR195c	MSI1	physical	YLR418c	CDC73	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR195c	MSI1	physical	YPR018w	RLF2	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR196c	PGI1	genetic	YDL215c	GDH2	null mutant is suppressed for growth on glucose by overproduction of Gdh2p in the presence of Gdh1p or Zwf1p;overexpression suppresses growth defects of pgi1 mutantsuppression of pgi1 growth defect requires intact mitochondria;suppression overexpression	7901008	902.01.01.02.02.01.02.01
YBR196c	PGI1	physical	YGL229c	SAP4	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR198c	TAF90	physical	YDR145w	TAF61	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR167w	TAF25	copurification; immunoprecipitation	8662725,9756893,9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR167w	TAF25	coimmunoprecipitation	8662725,9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR176w	NGG1	copurification	9756893,9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR176w	NGG1	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR259c	YAP6	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR198c	TAF90	physical	YDR392w	SPT3	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR448w	ADA2	copurification; coimmunoprecipitation	9488488,9756893,9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YDR448w	ADA2	coimmunoprecipitation	9488488,9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YGL112c	TAF60	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR198c	TAF90	physical	YGL112c	TAF60	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YGR252w	GCN5	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YHR099w	TRA1	copurification	9756893,9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YHR099w	TRA1	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YHR137w	ARO9	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR198c	TAF90	physical	YLR055c	SPT8	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YML061c	PIF1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR198c	TAF90	physical	YMR236w	TAF17	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YOL148c	SPT20	copurification	9885573	902.01.01.02.01.01
YBR198c	TAF90	physical	YPL254w	HFI1	copurification	9885573	902.01.01.02.01.01
YBR200w	BEM1	genetic	YCR038c	BUD5	bem1 bud5 mutants display a synthetic lethal phenotype;synthetic lethal	91292524	902.01.01.02.02.02.01
YBR200w	BEM1	physical	YDL178w	AIP2	two hybrid	YRef Z10001	902.01.01.02.01.07,902.01.09.01
YBR200w	BEM1	physical	YDR103w	STE5	coimmunoprecipitation and two hybrid protein interaction; two hybrid	7502048	902.01.01.02.01.01,902.01.01.02.01.07
YBR200w	BEM1	genetic	YDR264c	AKR1	synthetic lethal	8524293	902.01.01.02.02.02.01
YBR200w	BEM1	physical	YEL043w	YEL043w	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
YBR200w	BEM1	physical	YER114c	BOI2	two hybrid	8666672	902.01.01.02.01.07,902.01.09.01
YBR200w	BEM1	genetic	YER155c	BEM2	bem2 bem1 mutants show synthetic lethal phenotype;synthetic lethal	7962098	902.01.01.02.02.02.01
YBR200w	BEM1	physical	YFL039c	ACT1	coimmunoprecipitation; two hybrid and coimmunoprecipitation	7502048	902.01.01.02.01.01,902.01.01.02.01.07
YBR200w	BEM1	physical	YGR134w	YGR134w	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
YBR200w	BEM1	physical	YGR152c	RSR1	Rsr1p-GDP associates with Bem1p; affinity chromatography; affinity purification	9114012	902.01.01.02.01.02
YBR200w	BEM1	physical	YHL007c	STE20	coimmunoprecipitation; two hybrid	7502048	902.01.01.02.01.01,902.01.01.02.01.07
YBR200w	BEM1	genetic	YHR129c	ARP1	synthetic lethal	9624007	902.01.01.02.02.02.01
YBR200w	BEM1	genetic	YIL118w	RHO3	BEM1 is a multicopysuppressor of rho3, rho4 and rho3 rho4 double mutantsuppression overexpression	1448099	902.01.01.02.02.01.02.01
YBR200w	BEM1	physical	YJL157c	FAR1	two hybrid	8754808	902.01.01.02.01.07,902.01.09.01
YBR200w	BEM1	physical	YJL157c	FAR1	Far1p Bem1p interaction is not modified by pheromone induction; affinity chromatography	9822386	902.01.01.02.01.02
YBR200w	BEM1	physical	YJL157c	FAR1	two hybrid; copurification	9822386,8754808	902.01.01.02.01.07,902.01.09.01
YBR200w	BEM1	genetic	YKR055w	RHO4	suppression overexpression		902.01.01.02.02.01.02.01
YBR200w	BEM1	genetic	YKR055w	RHO4	BEM1 is a multicopysuppressor of rho3, rho4 and rho3 rho4 double mutantsuppression	1448099	902.01.01.02.02.01
YBR200w	BEM1	physical	YLR229c	CDC42	Bem1p binds preferentially to Cdc42p-GTP; two hybrid	9822386	902.01.01.02.01.07,902.01.09.01
YBR200w	BEM1	genetic	YOR188w	MSB1	bem1 mutants can sufficiently be suppressed by a single copy of MSB1 at 23 or 30 degrees C, but even multiple copies of MSB1 do not fully suppress the growth defect at 37 degrees C;suppression;msb1 bem1 display synthetic lethal phenotype;msb1 bem1 mutants	91141477	902.01.01.02.02.01,902.01.01.02.02.02.01
YBR202w	CDC47	physical	YBR202w	CDC47	two hybrid	9315644	902.01.01.02.01.07,902.01.09.01
YBR202w	CDC47	genetic	YEL032w	MCM3	suppression overexpression	 9315644	902.01.01.02.02.01.02.01
YBR202w	CDC47	genetic	YEL032w	MCM3	MCM3 is a high copy number suppressor of cdc47;multicopysuppressor of cdc47;suppression	9315644	902.01.01.02.02.01
YBR202w	CDC47	physical	YEL032w	MCM3	two hybrid	9315644	902.01.01.02.01.07,902.01.09.01
YBR202w	CDC47	physical	YIL150c	DNA43	two hybrid	9154825	902.01.01.02.01.07,902.01.09.01
YBR202w	CDC47	genetic	YLR103c	CDC45	CDC47 is a suppressor of cdc45 mutationsuppression		902.01.01.02.02.01
YBR202w	CDC47	physical	YLR103c	CDC45	two hybrid; coimmunoprecipitation	9315644	902.01.01.02.01.07,902.01.01.02.01.01
YBR202w	CDC47	genetic	YLR274w	CDC46	synthetic lethal	9315644	902.01.01.02.02.02.01
YBR202w	CDC47	physical	YLR274w	CDC46		 9315644	902.01.01.02.01
YBR202w	CDC47	physical	YLR274w	CDC46	coimmunoprecipitation; two hybrid; coimmunoprecipitation	9315644	902.01.01.02.01.01,902.01.01.02.01.07
YBR203w	YBR203w	physical	YKL006c-a	SFT1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR205w	KTR3	physical	YFL038c	YPT1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR205w	KTR3	physical	YGL212w	VAM7	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR205w	KTR3	physical	YHR105w	YHR105w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR205w	KTR3	physical	YPR107c	YTH1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR207w	FTH1	physical	YGR152c	RSR1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR211c	AME1	physical	YDR394w	RPT3	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YDR295c	YDR295c	physical	YMR117c	SPC24	two hybrid interaction between coiled-coil motifs (439­655, 72­136)	11087867	902.01.01.02.01.07,902.01.09.02
YBR213w	MET8	physical	YMR206w	YMR206w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR216c	YBR216c	physical	YKL068w	NUP100	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR216c	YBR216c	physical	YML007w	YAP1	two hybrid IST hits: 7	11283351	902.01.01.02.01.07,902.01.09.02
YBR217w	APG12	physical	YHR171w	APG7	Apg7p activates Apg12p for the conjugation to Apg5p		902.01.01.02.01
YBR217w	APG12	physical	YHR171w	APG7	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR217w	APG12	physical	YLR423c	APG17	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YBR217w	APG12	physical	YMR159c	APG16	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YBR217w	APG12	physical	YMR159c	SAP18	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR217w	APG12	physical	YNR007c	AUT1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR217w	APG12	physical	YPL149w	APG5	the C-terminal glycine of Apg12p is covalently linked to lysine-149 of Apg5p		902.01.01.02.01
YBR217w	APG12	physical	YPL149w	APG5	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR218c	PYC2	genetic	YER065c	ICL1	ICL1 overexpression suppresses the growth defect of pyc1 pyc2 double mutants in glucose ammonium medium;suppression overexpression	8543050	902.01.01.02.02.01.02.01
YBR218c	PYC2	genetic	YNL117w	MLS1	MLS1 overexpression suppresses the growth defect of pyc1 pyc2 double mutants in glucose ammonium medium;suppression overexpression	8543050	902.01.01.02.02.01.02.01
YBR221c	PDB1	physical	YLR345w	YLR345w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR223c	YBR223c	physical	YDR510w	SMT3	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YBR228w	SLX1	physical	YLR135w	SLX4	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YBR228w	SLX1	physical	YLR135w	SLX4	two hybrid IST hits: 7	11283351	902.01.01.02.01.07,902.01.09.02
YBR229c	ROT2	genetic	YDR389w	SAC7	SAC7 overexpression causes suppression of rot1 rot2 synthetic lethality;suppression overexpression	9545237	902.01.01.02.02.01.02.01
YBR229c	ROT2	genetic	YHR101c	BIG1	BIG1 overexpression causes suppression of rot1 rot2 synthetic lethality;BIG1 overexpression causes suppression of rot1-1 rot2-1 synthetic lethality;suppression overexpression;synthetic lethal	9545237	902.01.01.02.02.01.02.01,902.01.01.02.02.02.01
YBR229c	ROT2	genetic	YKL203c	TOR2	the loss of TOR2 is suppressed by mutations in ROT1 andROT2;rot2 mutant causes suppression of tor2 phenotype;suppression mutation	9545237	902.01.01.02.02.01.01
YBR229c	ROT2	genetic	YMR200w	ROT1	synthetic lethal		902.01.01.02.02.02.01
YBR230c	YBR230c	physical	YOR014w	RTS1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR233w	PBP2	physical	YER165w	PAB1	weak interaction to PBP2 in two hybrid	9819425	902.01.01.02.01.07,902.01.09.01
YBR233w	PBP2	physical	YMR173w	DDR48	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YBR234c	ARC40	genetic	YBL061c	SKT5	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YBR234c	ARC40	genetic	YBL062w	YBL062w	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YBR234c	ARC40	genetic	YBR023c	CHS3	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YBR234c	ARC40	genetic	YBR171w	SEC66	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
